city,zip,airbnb_count,avg_airbnb_price,entire_home_ratio,avg_review_score,avg_accommodates
Los Angeles,90401,322,274.7608695652174,0.8881987577639752,4.794252873563218,3.3385093167701863
Los Angeles,90402,82,494.3658536585366,0.7804878048780488,4.87677966101695,3.9878048780487805
Los Angeles,90403,171,257.4736842105263,0.7953216374269005,4.805725190839694,2.935672514619883
Los Angeles,90404,198,187.4949494949495,0.7929292929292929,4.791878787878788,3.4393939393939394
Los Angeles,90405,268,277.94776119402985,0.8059701492537313,4.818440366972477,3.253731343283582
Los Angeles,90501,93,131.80645161290323,0.6881720430107527,4.802345679012346,3.838709677419355
Los Angeles,90502,32,157.34375,0.75,4.8568,4.5625
Los Angeles,90503,64,121.359375,0.5,4.840909090909091,2.8125
Los Angeles,90504,46,180.6304347826087,0.782608695652174,4.8705,5.0
Los Angeles,90505,60,156.53333333333333,0.5166666666666667,4.830925925925926,3.316666666666667
Los Angeles,90601,61,175.9344262295082,0.5901639344262295,4.832244897959184,4.573770491803279
Los Angeles,90602,37,183.1891891891892,0.8648648648648649,4.883529411764705,4.918918918918919
Los Angeles,90603,13,223.92307692307693,0.6153846153846154,4.805555555555555,5.0
Los Angeles,90604,29,190.6551724137931,0.896551724137931,4.8744,4.482758620689655
Los Angeles,90605,21,187.47619047619048,0.7142857142857143,4.895789473684211,3.8095238095238093
Los Angeles,90606,31,120.16129032258064,0.6774193548387096,4.826296296296296,3.2903225806451615
Los Angeles,90631,9,351.77777777777777,0.4444444444444444,4.9957142857142856,3.0
Los Angeles,90638,32,184.3125,0.5625,4.895769230769231,4.65625
Los Angeles,90640,38,168.39473684210526,0.8157894736842105,4.788529411764706,5.368421052631579
Los Angeles,90650,85,121.85882352941177,0.6588235294117647,4.708641975308642,4.047058823529412
Los Angeles,90660,45,143.9111111111111,0.8444444444444444,4.85904761904762,4.7555555555555555
Los Angeles,90670,7,250.28571428571428,1.0,4.908333333333333,5.714285714285714
Los Angeles,90701,22,106.45454545454545,0.3181818181818182,4.681,4.0
Los Angeles,90703,21,128.95238095238096,0.3333333333333333,4.848235294117647,3.0476190476190474
